Thành phố,Quốc gia,Đánh giá chất lượng,Chỉ số không khí,Nồng độ bụi(pm10),Chỉ số Ozon,Chỉ số NO2,Chỉ số CO,Chỉ số SO2,Áp suất khí quyển,Độ ẩm,Ngày,Thời gian,Catching
Thượng Hải,Trung Quốc,Không có dữ liệu!,-1,66,17,30,8,5,1024,90,2025-11-14,2025-11-14 01:38:11,2025-11-14 01:30:00
Thượng Hải,Trung Quốc,Không có dữ liệu!,-1,66,17,30,8,5,1024,90,2025-11-14,2025-11-14 01:38:11,2025-11-14 01:30:00
Thượng Hải,Trung Quốc,Không có dữ liệu!,-1,53,49,7,4,3,1022,40,2025-11-14,2025-11-14 06:57:18,2025-11-14 06:50:00
Thượng Hải,Trung Quốc,Không có dữ liệu!,-1,30,40,10,4,3,1024,44,2025-11-15,2025-11-15 06:31:38,2025-11-15 06:30:00
Thượng Hải,Trung Quốc,Không có dữ liệu!,-1,30,40,10,4,3,1024,44,2025-11-15,2025-11-15 06:31:39,2025-11-15 06:30:00
Thượng Hải,Trung Quốc,Không có dữ liệu!,-1,39,15,27,5,3,1026,72,2025-11-15,2025-11-15 15:15:06,2025-11-15 15:10:00
Thượng Hải,Trung Quốc,Không có dữ liệu!,-1,39,15,27,5,3,1026,72,2025-11-15,2025-11-15 15:15:07,2025-11-15 15:10:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,35,33,10,3,2,1028,69,2025-10-23,2025-10-23 15:11:41,2025-10-23 15:10:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,35,33,10,3,2,1028,69,2025-10-23,2025-10-23 15:15:56,2025-10-23 15:10:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,35,33,10,3,2,1028,69,2025-10-23,2025-10-23 15:23:59,2025-10-23 15:20:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,35,33,10,3,2,1028,69,2025-10-23,2025-10-23 15:32:58,2025-10-23 15:30:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,30,42,5,3,2,1024,50,2025-10-24,2025-10-24 09:34:01,2025-10-24 09:30:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,30,42,5,3,2,1024,50,2025-10-24,2025-10-24 09:34:01,2025-10-24 09:30:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,35,36,8,4,3,1024,58,2025-10-25,2025-10-25 02:03:28,2025-10-25 02:00:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,35,36,8,4,3,1024,58,2025-10-25,2025-10-25 02:03:28,2025-10-25 02:00:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,39,30,14,4,3,1019,72,2025-11-05,2025-11-05 07:01:13,2025-11-05 07:00:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,39,30,14,4,3,1019,72,2025-11-05,2025-11-05 07:01:13,2025-11-05 07:00:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,22,28,12,3,2,1019,74,2025-11-05,2025-11-05 08:05:07,2025-11-05 08:00:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,45,26,21,4,2,1022,74,2025-11-06,2025-11-06 02:20:57,2025-11-06 02:20:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,45,26,21,4,2,1022,74,2025-11-06,2025-11-06 02:20:57,2025-11-06 02:20:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,43,37,15,4,2,1021,82,2025-11-06,2025-11-06 14:12:02,2025-11-06 14:10:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,43,37,15,4,2,1021,82,2025-11-06,2025-11-06 14:12:02,2025-11-06 14:10:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,25,31,8,2,3,1020,55,2025-11-11,2025-11-11 09:27:00,2025-11-11 09:20:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,25,31,8,2,3,1020,55,2025-11-11,2025-11-11 09:27:00,2025-11-11 09:20:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,27,30,9,3,3,1020,59,2025-11-11,2025-11-11 10:16:17,2025-11-11 10:10:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,27,30,9,3,3,1020,59,2025-11-11,2025-11-11 10:19:23,2025-11-11 10:10:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,27,30,9,3,3,1020,59,2025-11-11,2025-11-11 10:30:04,2025-11-11 10:30:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,34,28,11,4,3,1022,67,2025-11-11,2025-11-11 15:12:26,2025-11-11 15:10:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,34,28,11,4,3,1022,67,2025-11-11,2025-11-11 15:12:26,2025-11-11 15:10:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,34,28,11,4,3,1022,67,2025-11-11,2025-11-11 15:16:46,2025-11-11 15:10:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,34,28,11,4,3,1022,67,2025-11-11,2025-11-11 15:41:06,2025-11-11 15:40:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,30,30,8,3,3,1021,76,2025-11-11,2025-11-11 15:59:17,2025-11-11 15:50:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,38,30,9,4,3,1019,67,2025-11-12,2025-11-12 07:53:28,2025-11-12 07:50:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,38,30,9,4,3,1019,67,2025-11-12,2025-11-12 07:53:28,2025-11-12 07:50:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,36,31,8,4,3,1019,67,2025-11-12,2025-11-12 08:14:47,2025-11-12 08:10:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,36,31,8,4,3,1019,67,2025-11-12,2025-11-12 08:19:20,2025-11-12 08:10:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,36,31,8,4,3,1019,67,2025-11-12,2025-11-12 08:22:27,2025-11-12 08:20:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,40,27,12,4,3,1021,77,2025-11-12,2025-11-12 14:16:04,2025-11-12 14:10:00
Thượng Hải - Trung Quốc,CN,Không có dữ liệu!,-1,40,27,12,4,3,1021,77,2025-11-12,2025-11-12 14:16:04,2025-11-12 14:10:00
Thừa Thiên Huế,VN,Tốt - ít tác động sức khỏe,5,3,3,-1,4,39,1013,94,2025-10-23,2025-10-23 15:11:13,2025-10-23 15:10:00
Thừa Thiên Huế,VN,Tốt - ít tác động sức khỏe,5,3,3,-1,4,39,1013,94,2025-10-23,2025-10-23 15:15:30,2025-10-23 15:10:00
Thừa Thiên Huế,VN,Tốt - ít tác động sức khỏe,4,2,2,-1,3,39,1013,94,2025-10-23,2025-10-23 15:23:33,2025-10-23 15:20:00
Thừa Thiên Huế,VN,Tốt - ít tác động sức khỏe,4,2,2,-1,3,39,1013,94,2025-10-23,2025-10-23 15:32:31,2025-10-23 15:30:00
Thừa Thiên Huế,VN,Tốt - ít tác động sức khỏe,6,4,2,-1,8,40,1012,100,2025-10-24,2025-10-24 09:33:34,2025-10-24 09:30:00
Thừa Thiên Huế,VN,Tốt - ít tác động sức khỏe,6,4,2,-1,8,40,1012,100,2025-10-24,2025-10-24 09:33:34,2025-10-24 09:30:00
Thừa Thiên Huế,VN,Tốt - ít tác động sức khỏe,8,5,3,-1,8,38,1015,88,2025-10-25,2025-10-25 02:03:02,2025-10-25 02:00:00
Thừa Thiên Huế,VN,Tốt - ít tác động sức khỏe,8,5,3,-1,8,38,1015,88,2025-10-25,2025-10-25 02:03:02,2025-10-25 02:00:00
Thừa Thiên Huế,VN,Tốt - ít tác động sức khỏe,6,3,-1,19,3,-1,1009,78,2025-11-05,2025-11-05 07:00:45,2025-11-05 07:00:00
Thừa Thiên Huế,VN,Tốt - ít tác động sức khỏe,6,3,-1,19,3,-1,1009,78,2025-11-05,2025-11-05 07:00:45,2025-11-05 07:00:00
Thừa Thiên Huế,VN,Tốt - ít tác động sức khỏe,4,2,-1,16,3,-1,1009,78,2025-11-05,2025-11-05 08:04:41,2025-11-05 08:00:00
Thừa Thiên Huế,VN,Tốt - ít tác động sức khỏe,11,7,-1,16,2,-1,1011,94,2025-11-06,2025-11-06 02:20:32,2025-11-06 02:20:00
Thừa Thiên Huế,VN,Tốt - ít tác động sức khỏe,11,7,-1,16,2,-1,1011,94,2025-11-06,2025-11-06 02:20:32,2025-11-06 02:20:00
Thừa Thiên Huế,VN,Tốt - ít tác động sức khỏe,8,6,-1,17,2,-1,1006,91,2025-11-06,2025-11-06 14:11:35,2025-11-06 14:10:00
Thừa Thiên Huế,VN,Tốt - ít tác động sức khỏe,8,6,-1,17,2,-1,1006,91,2025-11-06,2025-11-06 14:11:35,2025-11-06 14:10:00
Thừa Thiên Huế,VN,Rất không lành mạnh - hạn chế ra ngoài,159,100,-1,-1,-1,-1,1010,94,2025-11-08,2025-11-08 04:38:28,2025-11-08 04:30:00
Thừa Thiên Huế,VN,Rất không lành mạnh - hạn chế ra ngoài,159,100,-1,-1,-1,-1,1010,94,2025-11-08,2025-11-08 04:38:28,2025-11-08 04:30:00
Thừa Thiên Huế,VN,Trung bình - nhóm nhạy cảm chú ý,21,14,-1,21,3,-1,1009,83,2025-11-11,2025-11-11 09:26:30,2025-11-11 09:20:00
Thừa Thiên Huế,VN,Trung bình - nhóm nhạy cảm chú ý,21,14,-1,21,3,-1,1009,83,2025-11-11,2025-11-11 09:26:30,2025-11-11 09:20:00
Thừa Thiên Huế,VN,Trung bình - nhóm nhạy cảm chú ý,21,14,-1,21,3,-1,1009,83,2025-11-11,2025-11-11 10:15:46,2025-11-11 10:10:00
Thừa Thiên Huế,VN,Trung bình - nhóm nhạy cảm chú ý,21,14,-1,21,3,-1,1009,83,2025-11-11,2025-11-11 10:18:52,2025-11-11 10:10:00
Thừa Thiên Huế,VN,Trung bình - nhóm nhạy cảm chú ý,21,14,-1,21,3,-1,1009,83,2025-11-11,2025-11-11 10:29:30,2025-11-11 10:20:00
Thừa Thiên Huế,VN,Rất không lành mạnh - hạn chế ra ngoài,151,95,-1,-1,-1,-1,1011,83,2025-11-11,2025-11-11 15:11:58,2025-11-11 15:10:00
Thừa Thiên Huế,VN,Rất không lành mạnh - hạn chế ra ngoài,151,95,-1,-1,-1,-1,1011,83,2025-11-11,2025-11-11 15:11:58,2025-11-11 15:10:00
Thừa Thiên Huế,VN,Rất không lành mạnh - hạn chế ra ngoài,151,95,-1,-1,-1,-1,1011,83,2025-11-11,2025-11-11 15:16:21,2025-11-11 15:10:00
Thừa Thiên Huế,VN,Trung bình - nhóm nhạy cảm chú ý,22,15,-1,27,3,-1,1011,83,2025-11-11,2025-11-11 15:40:39,2025-11-11 15:40:00
Thừa Thiên Huế,VN,Trung bình - nhóm nhạy cảm chú ý,22,15,-1,27,3,-1,1011,83,2025-11-11,2025-11-11 15:41:52,2025-11-11 15:40:00
Thừa Thiên Huế,VN,Trung bình - nhóm nhạy cảm chú ý,22,15,-1,27,3,-1,1011,83,2025-11-11,2025-11-11 15:58:51,2025-11-11 15:50:00
Thừa Thiên Huế,VN,Trung bình - nhóm nhạy cảm chú ý,16,12,-1,23,3,-1,1012,71,2025-11-12,2025-11-12 07:52:59,2025-11-12 07:50:00
Thừa Thiên Huế,VN,Trung bình - nhóm nhạy cảm chú ý,16,12,-1,23,3,-1,1012,71,2025-11-12,2025-11-12 07:52:59,2025-11-12 07:50:00
Thừa Thiên Huế,VN,Trung bình - nhóm nhạy cảm chú ý,16,12,-1,23,3,-1,1012,71,2025-11-12,2025-11-12 08:14:21,2025-11-12 08:10:00
Thừa Thiên Huế,VN,Trung bình - nhóm nhạy cảm chú ý,16,12,-1,23,3,-1,1012,71,2025-11-12,2025-11-12 08:18:54,2025-11-12 08:10:00
Thừa Thiên Huế,VN,Trung bình - nhóm nhạy cảm chú ý,16,12,-1,23,3,-1,1012,71,2025-11-12,2025-11-12 08:22:01,2025-11-12 08:20:00
Thừa Thiên Huế,VN,Tốt - ít tác động sức khỏe,12,8,-1,19,2,-1,1014,78,2025-11-12,2025-11-12 14:15:38,2025-11-12 14:10:00
Thừa Thiên Huế,VN,Tốt - ít tác động sức khỏe,12,8,-1,19,2,-1,1014,78,2025-11-12,2025-11-12 14:15:38,2025-11-12 14:10:00
Thừa Thiên Huế,Việt Nam,Trung bình - nhóm nhạy cảm chú ý,25,19,-1,14,3,-1,1015,65,2025-11-13,2025-11-13 07:05:13,2025-11-13 07:00:00
Thừa Thiên Huế,Việt Nam,Trung bình - nhóm nhạy cảm chú ý,25,19,-1,14,3,-1,1015,65,2025-11-13,2025-11-13 07:05:13,2025-11-13 07:00:00
Thừa Thiên Huế,Việt Nam,Trung bình - nhóm nhạy cảm chú ý,28,21,-1,28,2,-1,1015,73,2025-11-13,2025-11-13 14:03:51,2025-11-13 14:00:00
Thừa Thiên Huế,Việt Nam,Trung bình - nhóm nhạy cảm chú ý,28,21,-1,28,2,-1,1015,73,2025-11-13,2025-11-13 14:03:51,2025-11-13 14:00:00
Thừa Thiên Huế,Việt Nam,Không lành mạnh - mọi người có thể bị ảnh hưởng,140,90,-1,-1,-1,-1,1017,88,2025-11-14,2025-11-14 01:37:37,2025-11-14 01:30:00
Thừa Thiên Huế,Việt Nam,Không lành mạnh - mọi người có thể bị ảnh hưởng,140,90,-1,-1,-1,-1,1017,88,2025-11-14,2025-11-14 01:37:37,2025-11-14 01:30:00
Thừa Thiên Huế,Việt Nam,Trung bình - nhóm nhạy cảm chú ý,32,22,-1,24,3,-1,1014,65,2025-11-14,2025-11-14 06:56:52,2025-11-14 06:50:00
Thừa Thiên Huế,Việt Nam,Không lành mạnh - mọi người có thể bị ảnh hưởng,74,32,-1,19,3,-1,1015,88,2025-11-15,2025-11-15 06:31:14,2025-11-15 06:30:00
Thừa Thiên Huế,Việt Nam,Không lành mạnh - mọi người có thể bị ảnh hưởng,74,32,-1,19,3,-1,1015,88,2025-11-15,2025-11-15 06:31:14,2025-11-15 06:30:00
Thừa Thiên Huế,Việt Nam,Trung bình - nhóm nhạy cảm chú ý,20,12,-1,22,3,-1,1016,88,2025-11-15,2025-11-15 15:14:41,2025-11-15 15:10:00
Thừa Thiên Huế,Việt Nam,Trung bình - nhóm nhạy cảm chú ý,20,12,-1,22,3,-1,1016,88,2025-11-15,2025-11-15 15:14:41,2025-11-15 15:10:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,2,2,5,4,5,29,1010,100,2025-10-23,2025-10-23 15:11:26,2025-10-23 15:10:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,2,2,5,4,5,29,1010,100,2025-10-23,2025-10-23 15:15:42,2025-10-23 15:10:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,2,2,5,4,5,29,1010,100,2025-10-23,2025-10-23 15:23:45,2025-10-23 15:20:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,2,2,5,4,5,29,1010,100,2025-10-23,2025-10-23 15:32:42,2025-10-23 15:30:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,2,3,5,3,5,29,1007,100,2025-10-24,2025-10-24 09:33:46,2025-10-24 09:30:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,2,3,5,3,5,29,1007,100,2025-10-24,2025-10-24 09:33:46,2025-10-24 09:30:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,2,1,5,3,12,29,1008,97,2025-10-25,2025-10-25 02:03:14,2025-10-25 02:00:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,2,1,5,3,12,29,1008,97,2025-10-25,2025-10-25 02:03:14,2025-10-25 02:00:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,1,2,6,1,3,1,1007,72,2025-11-05,2025-11-05 07:00:57,2025-11-05 07:00:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,1,2,6,1,3,1,1007,72,2025-11-05,2025-11-05 07:00:57,2025-11-05 07:00:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,1,2,6,1,3,1,1005,74,2025-11-05,2025-11-05 08:04:53,2025-11-05 08:00:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,1,1,6,1,5,1,1008,100,2025-11-06,2025-11-06 02:20:43,2025-11-06 02:20:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,1,1,6,1,5,1,1008,100,2025-11-06,2025-11-06 02:20:43,2025-11-06 02:20:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,1,2,6,1,4,1,1006,100,2025-11-06,2025-11-06 14:11:48,2025-11-06 14:10:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,1,2,6,1,4,1,1006,100,2025-11-06,2025-11-06 14:11:48,2025-11-06 14:10:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,3,2,6,1,3,1,1010,79,2025-11-08,2025-11-08 04:38:42,2025-11-08 04:30:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,3,2,6,1,3,1,1010,79,2025-11-08,2025-11-08 04:38:42,2025-11-08 04:30:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,2,3,6,1,4,1,1007,83,2025-11-11,2025-11-11 09:26:43,2025-11-11 09:20:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,2,3,6,1,4,1,1007,83,2025-11-11,2025-11-11 09:26:43,2025-11-11 09:20:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,2,3,6,1,4,1,1007,83,2025-11-11,2025-11-11 10:16:00,2025-11-11 10:10:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,2,3,6,1,2,1,1007,83,2025-11-11,2025-11-11 10:19:06,2025-11-11 10:10:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,2,3,6,1,2,1,1007,83,2025-11-11,2025-11-11 10:29:45,2025-11-11 10:20:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,2,1,6,1,1,1,1010,100,2025-11-11,2025-11-11 15:12:11,2025-11-11 15:10:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,2,1,6,1,1,1,1010,100,2025-11-11,2025-11-11 15:12:11,2025-11-11 15:10:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,2,1,6,1,1,1,1010,100,2025-11-11,2025-11-11 15:16:32,2025-11-11 15:10:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,2,1,6,1,1,1,1010,100,2025-11-11,2025-11-11 15:40:51,2025-11-11 15:40:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,2,1,6,1,1,1,1010,100,2025-11-11,2025-11-11 15:42:04,2025-11-11 15:40:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,2,1,6,1,1,1,1010,100,2025-11-11,2025-11-11 15:59:02,2025-11-11 15:50:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,2,2,6,1,1,1,1009,100,2025-11-12,2025-11-12 07:53:13,2025-11-12 07:50:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,2,2,6,1,1,1,1009,100,2025-11-12,2025-11-12 07:53:13,2025-11-12 07:50:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,2,2,6,1,1,1,1009,100,2025-11-12,2025-11-12 08:14:33,2025-11-12 08:10:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,2,2,6,1,2,1,1008,100,2025-11-12,2025-11-12 08:19:06,2025-11-12 08:10:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,2,2,6,1,2,1,1008,100,2025-11-12,2025-11-12 08:22:13,2025-11-12 08:20:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,3,3,6,1,5,1,1012,100,2025-11-12,2025-11-12 14:15:50,2025-11-12 14:10:00
Tiền Giang,VN,Tốt - ít tác động sức khỏe,3,3,6,1,5,1,1012,100,2025-11-12,2025-11-12 14:15:50,2025-11-12 14:10:00
Tiền Giang,Việt Nam,Tốt - ít tác động sức khỏe,3,3,6,1,4,-1,1010,70,2025-11-13,2025-11-13 07:05:25,2025-11-13 07:00:00
Tiền Giang,Việt Nam,Tốt - ít tác động sức khỏe,3,3,6,1,4,-1,1010,70,2025-11-13,2025-11-13 07:05:25,2025-11-13 07:00:00
Tiền Giang,Việt Nam,Tốt - ít tác động sức khỏe,3,2,6,1,2,-1,1011,100,2025-11-13,2025-11-13 14:04:03,2025-11-13 14:00:00
Tiền Giang,Việt Nam,Tốt - ít tác động sức khỏe,3,2,6,1,2,-1,1011,100,2025-11-13,2025-11-13 14:04:03,2025-11-13 14:00:00
Tiền Giang,Việt Nam,Tốt - ít tác động sức khỏe,4,4,6,1,23,1,1012,94,2025-11-14,2025-11-14 01:37:52,2025-11-14 01:30:00
Tiền Giang,Việt Nam,Tốt - ít tác động sức khỏe,4,4,6,1,23,1,1012,94,2025-11-14,2025-11-14 01:37:52,2025-11-14 01:30:00
Tiền Giang,Việt Nam,Tốt - ít tác động sức khỏe,3,3,6,1,4,1,1010,62,2025-11-14,2025-11-14 06:57:04,2025-11-14 06:50:00
Tiền Giang,Việt Nam,Tốt - ít tác động sức khỏe,3,3,6,1,1,1,1011,58,2025-11-15,2025-11-15 06:31:25,2025-11-15 06:30:00
Tiền Giang,Việt Nam,Tốt - ít tác động sức khỏe,3,3,6,1,1,1,1011,58,2025-11-15,2025-11-15 06:31:25,2025-11-15 06:30:00
Tiền Giang,Việt Nam,Tốt - ít tác động sức khỏe,6,5,6,1,3,1,1011,85,2025-11-15,2025-11-15 15:14:53,2025-11-15 15:10:00
Tiền Giang,Việt Nam,Tốt - ít tác động sức khỏe,6,5,6,1,3,1,1011,85,2025-11-15,2025-11-15 15:14:53,2025-11-15 15:10:00
Tokyo,Nhật Bản,Không lành mạnh - mọi người có thể bị ảnh hưởng,59,20,11,23,3,1,1014,60,2025-11-13,2025-11-13 07:05:48,2025-11-13 07:00:00
Tokyo,Nhật Bản,Không lành mạnh - mọi người có thể bị ảnh hưởng,59,20,11,23,3,1,1014,60,2025-11-13,2025-11-13 07:05:48,2025-11-13 07:00:00
Tokyo,Nhật Bản,Không lành mạnh - mọi người có thể bị ảnh hưởng,72,25,4,39,6,1,1013,66,2025-11-13,2025-11-13 14:04:26,2025-11-13 14:00:00
Tokyo,Nhật Bản,Không lành mạnh - mọi người có thể bị ảnh hưởng,72,25,4,39,6,1,1013,66,2025-11-13,2025-11-13 14:04:26,2025-11-13 14:00:00
Tokyo,Nhật Bản,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,50,13,1,23,4,1,1015,53,2025-11-14,2025-11-14 01:38:25,2025-11-14 01:30:00
Tokyo,Nhật Bản,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,50,13,1,23,4,1,1015,53,2025-11-14,2025-11-14 01:38:26,2025-11-14 01:30:00
Tokyo,Nhật Bản,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,38,15,36,11,3,1,1011,45,2025-11-14,2025-11-14 06:57:28,2025-11-14 06:50:00
Tokyo,Nhật Bản,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,42,13,33,7,2,1,1024,45,2025-11-15,2025-11-15 06:31:48,2025-11-15 06:30:00
Tokyo,Nhật Bản,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,42,13,33,7,2,1,1024,45,2025-11-15,2025-11-15 06:31:48,2025-11-15 06:30:00
Tokyo,Nhật Bản,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,46,14,20,25,4,1,1029,66,2025-11-15,2025-11-15 15:15:16,2025-11-15 15:10:00
Tokyo,Nhật Bản,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,46,14,20,25,4,1,1029,66,2025-11-15,2025-11-15 15:15:16,2025-11-15 15:10:00
Tokyo - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,17,8,20,10,2,1,1028,75,2025-10-23,2025-10-23 15:11:51,2025-10-23 15:10:00
Tokyo - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,17,8,20,10,2,1,1028,75,2025-10-23,2025-10-23 15:16:06,2025-10-23 15:10:00
Tokyo - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,17,8,20,10,2,1,1028,75,2025-10-23,2025-10-23 15:24:09,2025-10-23 15:20:00
Tokyo - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,17,8,20,10,2,1,1028,75,2025-10-23,2025-10-23 15:33:08,2025-10-23 15:30:00
Tokyo - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,21,9,26,8,2,1,1027,71,2025-10-24,2025-10-24 09:34:11,2025-10-24 09:30:00
Tokyo - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,21,9,26,8,2,1,1027,71,2025-10-24,2025-10-24 09:34:11,2025-10-24 09:30:00
Tokyo - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,25,10,24,11,2,1,1023,94,2025-10-25,2025-10-25 02:03:38,2025-10-25 02:00:00
Tokyo - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,25,10,24,11,2,1,1023,94,2025-10-25,2025-10-25 02:03:38,2025-10-25 02:00:00
Tokyo - Nhật Bản,JP,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,38,13,17,24,3,1,1021,57,2025-11-05,2025-11-05 07:01:23,2025-11-05 07:00:00
Tokyo - Nhật Bản,JP,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,38,13,17,24,3,1,1021,57,2025-11-05,2025-11-05 07:01:23,2025-11-05 07:00:00
Tokyo - Nhật Bản,JP,Kém - nhóm nhạy cảm có thể bị ảnh hưởng,38,14,20,27,3,1,1021,55,2025-11-05,2025-11-05 08:05:17,2025-11-05 08:00:00
Tokyo - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,30,8,10,17,3,1,1017,80,2025-11-06,2025-11-06 02:21:06,2025-11-06 02:20:00
Tokyo - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,30,8,10,17,3,1,1017,80,2025-11-06,2025-11-06 02:21:06,2025-11-06 02:20:00
Tokyo - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,25,8,11,9,2,1,1014,55,2025-11-06,2025-11-06 14:12:13,2025-11-06 14:10:00
Tokyo - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,25,8,11,9,2,1,1014,55,2025-11-06,2025-11-06 14:12:13,2025-11-06 14:10:00
Tokyo - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,21,8,26,9,2,1,1013,40,2025-11-11,2025-11-11 09:27:12,2025-11-11 09:20:00
Tokyo - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,21,8,26,9,2,1,1013,40,2025-11-11,2025-11-11 09:27:12,2025-11-11 09:20:00
Tokyo - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,21,9,26,11,2,1,1013,40,2025-11-11,2025-11-11 10:16:27,2025-11-11 10:10:00
Tokyo - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,21,9,26,11,2,1,1013,40,2025-11-11,2025-11-11 10:19:35,2025-11-11 10:10:00
Tokyo - Nhật Bản,JP,Trung bình - nhóm nhạy cảm chú ý,21,9,26,11,2,1,1013,40,2025-11-11,2025-11-11 10:30:16,2025-11-11 10:30:00
Tokyo - Nhật Bản,JP,Tốt - ít tác động sức khỏe,9,2,23,5,2,1,1017,56,2025-11-11,2025-11-11 15:12:35,2025-11-11 15:10:00
Tokyo - Nhật Bản,JP,Tốt - ít tác động sức khỏe,9,2,23,5,2,1,1017,56,2025-11-11,2025-11-11 15:12:35,2025-11-11 15:10:00
